Facility_Name,Product,Tags,Volume,Retail_Price,Cost_Price,In_Stock,Availability,Earliest_Expiry,Total_Cost,Sales_Value
Maisha Meds Pharmacy Test,Generic ,-,-,5586,4200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,2061.5,1550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,117,90,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1430,1100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Uridom ,-,-,86.45,65,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Thermal Printing Paper 110Mm X 18Metres SIZE 110Mm X 18Metres,-,-,2261,1700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 70mm ,-,-,1950,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Drip Stand (Infusion) ,-,-,4601.8,3460,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ifimol 10MG/1ML,-,-,78,60,49,Adequate Stocks,,2940,3822
Maisha Meds Pharmacy Test,MRI SONY Upt517bl 14*17 Films 1,-,-,43966,33820,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1MG,-,-,1764.1,1357,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Parkin 5MG,-,-,1105,850,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,188.5,145,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 75Cm 40MM,-,-,2704,2080,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,598,460,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Acute Dialysis Dual Lumen Catheter Jugular 13.5FR x 16cm (Mahurkar) 13.5FR x 16cm,-,-,10855,8350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/50mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 7Cm/8.5Cm2,-,-,4290,3300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Carbol 150MG,-,-,1576.9,1213,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Leukeran 2MG,-,-,6978.4,5368,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Pediatric/Neonatal Reusable Temperature Probe (Skin Surface) 1,-,-,17550,13500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Neurontin 300MG,-,-,399,300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 75Cm 35MM / NO.3,-,-,975,750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 25MG,-,-,333.83,251,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Procedure 30,-,-,200,150.38,1,Adequate Stocks,,150.38,200
Maisha Meds Pharmacy Test,Locking screws for I.M tibial nail diameter4.9mm, length 30mm, stainless steel ,-,-,481,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lateral Tibial head Buttress plates 4.5 for right leg. St. steel 9 holes length 181mm ,-,-,5838.7,4390,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1625,1250,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 7.0/4.7mm,-,-,260.68,196,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,199500,150000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Remus 0.03%W/W,-,-,682.5,525,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,K-Wire dia 1.8mm length 280+20mm, trocar tip St.  steel ,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/24mm,-,-,438.9,330,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 18,-,-,23.94,18,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Theatre Scholls (Clocs) Size 11-11½ SIZE 11-11½,-,-,2394,1800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,5586,4200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ripple Mattress ,-,-,7714,5800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Flux 125MG/5ML,-,100ML,400,300.75,3,Adequate Stocks,,902.25,1200
Maisha Meds Pharmacy Test,Disp Syringes ,-,-,1235,950,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Feeding Tube Size 16 FG,-,-,31.2,24,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Endodontic Files Size Range 15 – 40 (Dental) SIZE 15-40,-,-,917.7,690,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hibitane 5%W,-,-,1326,1020,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Feeding Tube Size 22 FG,-,-,52,40,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,187530,141000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Diaphage 500MG,-,-,106.4,80,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5.9mm/80mm,-,-,1300,1120,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Trolley  dressing 1,-,-,39585,30450,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Siclofen 100MG / 500MG / 500MG,-,-,20,15.04,50,Adequate Stocks,,752,1000
Maisha Meds Pharmacy Test,Generic SIZE XL,-,-,1995,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Kly ,-,-,169,130,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hibitane 5%W,-,-,1326,1020,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/30mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,399,300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Sub Clavian Catheter for Dialysis- 12.0F x 20cm (Acute Dual Lumen) 12.0F x 20cm,-,-,9300,6500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 90Cm 36MM / NO.2,-,-,2028,1560,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Breathing Circuits Reusable Accessory Kit (Child) 1,-,-,79466.4,61128,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Mask Face ,-,-,312,240,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,266,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 3.5,-,-,1300,1000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 240/215mm,-,-,3497.9,2630,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1677,1290,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 500MG,-,-,252.7,190,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Epilim Chrono ,-,-,1143.8,860,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Siclofen 100MG / 500MG / 500MG,-,-,503,378.2,25,Adequate Stocks,,9455,12575
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 110mm ,-,-,2145,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 28MM,-,-,731.5,550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Vl ,-,-,140.4,108,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Bi-carbonate powder (750g) Cartridge 750g,-,-,578.5,445,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/28mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,3.5mm Cortical Bone Screw/Fully threaded length 18mm, St. steel ,-,-,260,200,30,Adequate Stocks,,6000,7800
Maisha Meds Pharmacy Test,Generic 70%,-,-,1014,780,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/50mm,-,-,500,345,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Prostatectomy Set With Green Towels (Drapes) ,-,-,186200,140000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Epilim Chrono 500MG,-,-,4300,3500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Tubular Rods ,-,-,617.5,475,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Soluset ,-,-,108,83.08,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Cusco Disposable ,-,-,146.3,110,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 100iu/ml,-,-,1320,1280,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Swelab ,-,-,29260,22000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Eye 0.5%W,-,-,100.1,77,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,650,500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Darrow's 0.9%,-,-,247,190,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 100MG,-,-,18553.5,13950,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M femur nail stainless steel, length 36cm,diameter 8mm ,-,-,8255,6350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,512.05,385,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,117,90,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Carbetocin Injection 100mcg/ml 100mcg/ml,-,-,3510,2700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Gentax 0.3%W/V,-,-,31.2,24,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/25mm,-,-,604.5,465,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M tibial nail stainless steel, size 9mm × 36cm ,-,-,8060,6200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Cannulated Screw set 3.5mm ,-,-,152100,117000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Panadol Advance 500MG,-,-,15,7.69,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE L,-,-,1157.1,870,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,ZERODOL 100MG,-,-,450,115,0,Out of Stock,Thu Feb 01 2024 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic Vaginal 500MG,-,-,66.5,50,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Sodium Valproate 100mg/ml,-,-,1300,1000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking Screws For Pnf/Reconstruction Nail Diametre 7.0+/- 1.4Mm Length 75Mm Stainless Steel ,-,-,1053,810,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Rectal Tube ,-,-,29.9,23,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,63.84,48,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Barbivita 60MG/1ML,-,-,650,500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,399,300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Duo-Artepep 40MG / 320MG,-,-,0,0,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,11830,9100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0/18mm,-,-,438.9,330,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE S,-,-,798,600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 16,-,-,33.25,25,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 10CM * 10CM,-,-,242.06,182,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Trolley Anaesthetic drug 1,-,-,182091,140070,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M femur nail stainless steel, length 42cm,diameter 12mm ,-,-,8255,6350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 1/2 Circle, 75Cm 22MM / NO.3,-,-,3146,2420,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1MG,-,-,1764.1,1357,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Propofol 10MG/1ML,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 4,-,-,27.93,21,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Cannulated Screw set 6.5mm ,-,-,288600,222000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 7.3mm/50mm,-,-,1862,1400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Disp Syringes ,-,-,617.5,475,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Crutches  Axillary Aluminium Adjustable 1300-1500Mm/52-60 1,-,-,1228.5,945,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,General SIZE L,-,-,2128,1600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zerodol 100MG,-,-,5,0.77,0,Out of Stock,Thu Dec 01 2022 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic ,-,-,184.6,142,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Tiova 18MCG/1D,-,-,7460.7,5739,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0/22mm,-,-,438.9,330,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Atropine 0.6MG,-,-,23.94,18,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 70mm ,-,-,1950,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zofra 2MG/1ML,-,-,58.5,45,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5mm/30mm,-,-,266,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Fluphenazine 25MG/1ML,-,-,166.4,128,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Basic Dressing Set with Green Towels (Drapes) ,-,-,5625.9,4230,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Green ,-,-,89.11,67,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lamictal 25MG,-,-,3458,2600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Laparatomy Sets With Green Towels (Drapes) ,-,-,162260,122000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Fluphenazine 25MG/1ML,-,-,166.4,128,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 12,-,-,46.55,35,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 8,-,-,851.2,640,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/40mm,-,-,458.85,345,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/40mm,-,-,458.85,345,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Gipsona 15CM * 2.7M,-,-,345.8,260,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Neuroven 200MG / 1000MCG / 50MG,-,-,0,0,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 25MG,-,-,1075.1,827,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Adriblastina 50MG,-,-,949,730,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 25MG,-,-,21679,16300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 20CM * 2.7M Bp,-,-,441.56,332,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5mm/60mm,-,-,412.1,317,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Artefan 20MG / 120MG,-,-,120,92.31,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 7.5CM * 4.5M,-,-,152.95,115,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Benzhexol 5MG,-,-,93.6,72,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Gacet 125MG,-,-,130,100,100,Adequate Stocks,,10000,13000
Maisha Meds Pharmacy Test,Generic SIZE 9,-,-,2194.5,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,4.0 mm Cancellous Bone Screw/Fully threaded length 28mm,St.steel ,-,-,481,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Flexya Cassette (Flexya machine) ,-,-,1638,1260,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Cream 1%W,-,-,130,100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Insulin G31 X 6mm,-,-,1589,1478,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dryview DVE Laser Imaging Film {35 x 43cm (14 x 17 Inch)} Carestream SIZE 35 x 43cm,-,-,55860,42000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/26mm,-,-,438.9,330,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Bactoclav 250MG / 125MG,-,-,450,346.15,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,2340,1800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Isotroy ,-,-,4810,3700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Keppra 100MG/ML,-,-,1330,1000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 2000ML,-,-,39,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Platol 50MG,-,-,637,490,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,266,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Suxamethonium Chloride Injection ,-,-,71.5,55,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,28994,21800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,7.3mm cannulated screw self-drilling, self-tapping, length 100mm, SS/TAN ,-,-,1950,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,T- Plate 4.5 10 holes,  St. steel ,-,-,3923.5,2950,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/55mm,-,-,520,400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Phenobarbitone 30MG,-,-,689,530,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ceclonec 100MG,-,-,5,3.85,0,Out of Stock,Fri Sep 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Diazepam 10MG/2ML,-,-,545.3,410,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5/ 110mm,-,-,1795.5,1350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic CH 14,-,-,16.62,12.5,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Prazitel 600MG,-,-,1824.76,1372,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Cyclophosphamide Injection powder for reconstitution, 500mg 500MG,-,-,244.4,188,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zovirax Eye Ointment 3%W,-,-,396.5,305,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,General ,-,-,546,420,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Momate 0.1%W/W,-,-,715,550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,169,130,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,754,580,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 105mm ,-,-,2145,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 8,-,-,248.71,187,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE L,-,-,465.5,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,111.72,84,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Griso 500MG,-,-,891.1,670,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5CM * 4.5M Bp,-,-,86.45,65,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS basic instrument set ,-,-,169000,130000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 400GM,-,-,292.6,220,0,Out of Stock,Thu Dec 01 2022 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Uridom ,-,-,86.45,65,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5/56mm,-,-,2320.85,1745,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1197,900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1430,1100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking screws for I.M tibial nail diameter4.9mm, length 40mm, stainless steel ,-,-,611,470,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hydrochlorothiazide 50MG,-,-,71.82,54,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Fucol 200MG,-,-,638.4,480,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Gen-Genesia 500MG,-,-,312,240,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Cytosar 100MG/5ML,-,-,1030.9,793,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,86890.23,65331,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 25MG,-,-,325,250,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 1/2 Circle, 75Cm 31MM / NO.2,-,-,4030,3100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4",-,-,864.5,650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Epilim Chrono ,-,-,1143.8,860,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,3325,2500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Adult EXTRA LARGE,-,-,800,615.38,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 7.3mm/85mm,-,-,1995,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Epiderm Cream 0.1%W/W,-,15GM,120,50,0,Out of Stock,Sat Jul 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Viagra 25MG,-,-,3060.33,2301,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hydrocortisone 100MG,-,-,35.91,27,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Reusable SPO2 Sensor PDT, Finger-Clip 1,-,-,28600,22000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Propofol 10MG/1ML,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DCP 4.5 Narrow, 7holes length 119mm,st.steel 119mm,-,-,3059,2300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,4748.1,3570,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic WHITE,-,-,638.4,480,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 8",-,-,300,7.5,0,Out of Stock,Wed Nov 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Zometa 4MG 800MCG/ML,-,-,1430,1100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Clomiphene 50MG,-,-,399,300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Xeloda 150MG,-,-,2978.3,2291,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Breathing Circuits Reusable Accessory Kit (Child) 1,-,-,79466.4,61128,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Cortec 5MG,-,-,86.45,65,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dryview DVM Mammography Laser Imaging Film  {20 x 25cm (8 x 10 Inch)} Carestream SIZE 20 x 25cm,-,-,25536,19200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,390,300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5/62mm,-,-,1276.8,960,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 20MG/1ML,-,-,975,750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Feeding Tube Size 10 fg,-,-,19.5,15,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lateral Tibial head Buttress plates 4.5 for right leg. St. steel 9 holes length 181mm ,-,-,5838.7,4390,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 50cm X 70cm,-,-,385.7,290,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zovirax Eye Ointment 3%W,-,-,396.5,305,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1300,1120,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M tibial nail stainless steel, size 10mm × 36cm ,-,-,8060,6200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 7.0,-,-,83.79,63,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 7.5CM * 4.5M,-,-,103.74,78,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,21147,15900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,659.1,507,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length 85Mm 85mm,-,-,2473.8,1860,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5.9mm/80mm,-,-,1300,1120,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5MG,-,-,247,190,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Domperide 1MG/1ML,-,-,99.75,75,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,11960,9200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,95° DCS plate holes 8, St. steel ,-,-,5213,4010,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 14,-,-,69.16,52,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 8,-,-,2194.5,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Durex Elite ,-,-,30,10,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,585,450,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zithrox 200MG/5ML,-,15ML,100,32,0,Out of Stock,Mon May 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Omron ,bp,-,500,1000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Adjustable Clamps  Small ,-,-,1599,1230,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Theatre Scholls (Clocs) Size 7-7½ SIZE 7-7½,-,-,2261,1700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking screws for I.M Femur nail diameter4.9mm, stainless steel, length 35mm ,-,-,611,470,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Delivery Set With Green Towels (Drapes) ,-,-,13300,10000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/35mm,-,-,455,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Disp Syringes ,-,-,29.9,23,0,Out of Stock,,0,0
